customer_id,Age,Gender,Category,Location,Season,Purchase Amount (USD),Previous Purchases,Review Rating,has_review,Subscription Status,is_subscriber,Discount Applied,discount_used,Payment Method,Shipping Type,Frequency of Purchases,frequency_score,engagement_score,loyalty_A,value_score,loyalty_B,discount_dependency_flag,satisfied_flag
383,28,Male,Clothing,California,Winter,76,47,3.2,1,Yes,1,Yes,1,PayPal,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.8193877551020408,High Value,1,0
384,50,Male,Accessories,West Virginia,Fall,77,6,3.8,0,Yes,1,Yes,1,PayPal,Standard,Quarterly,3,0.6,Medium Engagement,0.4072704081632653,Mid Value,1,0
385,70,Male,Clothing,California,Fall,33,6,4.5,1,Yes,1,Yes,1,Venmo,2-Day Shipping,Annually,1,0.4,Medium Engagement,0.1322704081632653,Low Value,1,1
386,67,Male,Clothing,West Virginia,Fall,93,12,2.7,1,Yes,1,Yes,1,Credit Card,Next Day Air,Bi-Weekly,6,0.9,High Engagement,0.5684948979591836,Mid Value,1,0
387,64,Male,Accessories,Louisiana,Spring,39,40,3.4,1,Yes,1,Yes,1,PayPal,Express,Quarterly,3,0.6,Medium Engagement,0.5167091836734694,Mid Value,1,0
388,45,Male,Outerwear,Georgia,Summer,93,38,4.6,1,Yes,1,Yes,1,PayPal,Store Pickup,Fortnightly,5,0.8,High Engagement,0.8338010204081632,High Value,1,1
389,22,Male,Accessories,Washington,Summer,82,10,2.7,1,Yes,1,Yes,1,PayPal,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.47933673469387755,Mid Value,1,0
390,27,Male,Footwear,Virginia,Spring,42,28,4.2,1,Yes,1,Yes,1,Bank Transfer,Standard,Monthly,4,0.7,High Engagement,0.41301020408163264,Mid Value,1,1
391,25,Male,Accessories,Indiana,Winter,71,19,3.2,1,Yes,1,Yes,1,PayPal,2-Day Shipping,Annually,1,0.4,Medium Engagement,0.5024234693877551,Mid Value,1,0
392,37,Male,Clothing,Minnesota,Spring,86,25,4.8,1,Yes,1,Yes,1,Cash,Standard,Fortnightly,5,0.8,High Engagement,0.6573979591836734,High Value,1,1
393,26,Male,Clothing,Idaho,Spring,82,38,3.3,1,Yes,1,Yes,1,Credit Card,Next Day Air,Annually,1,0.4,Medium Engagement,0.7650510204081633,High Value,1,0
394,33,Male,Footwear,Vermont,Fall,65,6,4.2,1,Yes,1,Yes,1,PayPal,Standard,Fortnightly,5,0.8,High Engagement,0.3322704081632653,Low Value,1,1
395,43,Male,Accessories,North Dakota,Spring,29,7,4.8,1,Yes,1,Yes,1,Debit Card,Store Pickup,Bi-Weekly,6,0.9,High Engagement,0.11747448979591837,Low Value,1,1
396,37,Male,Footwear,Rhode Island,Winter,65,2,4.9,1,Yes,1,Yes,1,PayPal,Store Pickup,Annually,1,0.4,Medium Engagement,0.2914540816326531,Low Value,1,1
397,46,Male,Clothing,South Carolina,Fall,88,24,3.9,1,Yes,1,Yes,1,Bank Transfer,Standard,Annually,1,0.4,Medium Engagement,0.6596938775510204,High Value,1,0
398,22,Male,Accessories,Mississippi,Fall,46,26,3.0,1,Yes,1,Yes,1,Cash,Free Shipping,Annually,1,0.4,Medium Engagement,0.41760204081632657,Mid Value,1,0
399,20,Male,Footwear,Montana,Winter,67,25,4.6,1,Yes,1,Yes,1,Debit Card,Free Shipping,Every 3 Months,3,0.6,Medium Engagement,0.5386479591836735,Mid Value,1,1
400,60,Male,Accessories,Idaho,Fall,35,10,3.5,1,Yes,1,Yes,1,Debit Card,2-Day Shipping,Monthly,4,0.7,High Engagement,0.18558673469387754,Low Value,1,0
401,39,Male,Footwear,Utah,Winter,66,14,4.8,1,Yes,1,Yes,1,PayPal,Free Shipping,Fortnightly,5,0.8,High Engagement,0.4201530612244898,Mid Value,1,1
402,43,Male,Clothing,Oklahoma,Fall,91,21,4.8,1,Yes,1,Yes,1,Cash,Standard,Quarterly,3,0.6,Medium Engagement,0.6478316326530612,High Value,1,1
403,31,Male,Accessories,California,Fall,78,26,3.0,1,Yes,1,Yes,1,PayPal,Express,Monthly,4,0.7,High Engagement,0.6176020408163265,High Value,1,0
404,19,Male,Footwear,Nevada,Winter,45,12,4.5,1,Yes,1,Yes,1,Bank Transfer,Next Day Air,Annually,1,0.4,Medium Engagement,0.2684948979591837,Low Value,1,1
405,35,Male,Clothing,Delaware,Spring,93,11,4.8,1,Yes,1,Yes,1,Credit Card,Store Pickup,Monthly,4,0.7,High Engagement,0.5582908163265305,Mid Value,1,1
406,41,Male,Clothing,South Carolina,Summer,74,15,3.8,1,Yes,1,Yes,1,Cash,Standard,Annually,1,0.4,Medium Engagement,0.48035714285714287,Mid Value,1,0
407,52,Male,Accessories,Maryland,Spring,55,13,4.6,1,Yes,1,Yes,1,Cash,Express,Monthly,4,0.7,High Engagement,0.34119897959183676,Low Value,1,1
408,45,Male,Clothing,North Carolina,Spring,76,5,3.1,1,Yes,1,Yes,1,Credit Card,Next Day Air,Bi-Weekly,6,0.9,High Engagement,0.3908163265306122,Low Value,1,0
409,34,Male,Footwear,Alabama,Spring,66,36,3.4,1,Yes,1,Yes,1,Cash,Express,Fortnightly,5,0.8,High Engagement,0.6446428571428571,High Value,1,0
410,35,Male,Clothing,Minnesota,Winter,51,32,3.3,1,Yes,1,Yes,1,Bank Transfer,2-Day Shipping,Monthly,4,0.7,High Engagement,0.5100765306122449,Mid Value,1,0
411,29,Male,Clothing,Virginia,Spring,26,1,4.8,1,Yes,1,Yes,1,Credit Card,2-Day Shipping,Quarterly,3,0.6,Medium Engagement,0.0375,Low Value,1,1
412,59,Male,Clothing,Michigan,Summer,29,15,2.8,1,Yes,1,Yes,1,PayPal,Express,Annually,1,0.4,Medium Engagement,0.19910714285714284,Low Value,1,0
413,24,Male,Outerwear,Maine,Summer,74,3,3.1,1,Yes,1,Yes,1,Bank Transfer,Store Pickup,Weekly,7,1.0,High Engagement,0.35790816326530617,Low Value,1,0
414,70,Male,Accessories,Nevada,Summer,99,48,4.6,1,Yes,1,Yes,1,Cash,Free Shipping,Monthly,4,0.7,High Engagement,0.9733418367346939,High Value,1,1
415,29,Male,Accessories,Wyoming,Winter,88,30,2.6,1,Yes,1,Yes,1,Debit Card,Store Pickup,Weekly,7,1.0,High Engagement,0.7209183673469388,High Value,1,0
416,67,Male,Outerwear,Connecticut,Winter,31,40,2.6,1,Yes,1,Yes,1,Bank Transfer,Express,Monthly,4,0.7,High Engagement,0.46670918367346936,Mid Value,1,0
417,36,Male,Accessories,Oregon,Spring,55,24,3.8,1,Yes,1,Yes,1,Bank Transfer,Free Shipping,Fortnightly,5,0.8,High Engagement,0.45344387755102045,Mid Value,1,0
418,23,Male,Footwear,Mississippi,Fall,81,48,4.5,1,Yes,1,Yes,1,Debit Card,Free Shipping,Quarterly,3,0.6,Medium Engagement,0.8608418367346938,High Value,1,1
419,18,Male,Clothing,Illinois,Spring,73,27,3.0,1,Yes,1,Yes,1,Venmo,Standard,Bi-Weekly,6,0.9,High Engagement,0.5965561224489796,High Value,1,0
420,53,Male,Clothing,Utah,Winter,91,14,3.8,0,Yes,1,Yes,1,Credit Card,Free Shipping,Every 3 Months,3,0.6,Medium Engagement,0.5764030612244898,Mid Value,1,0
421,32,Male,Clothing,North Carolina,Spring,54,18,3.8,1,Yes,1,Yes,1,Debit Card,Free Shipping,Bi-Weekly,6,0.9,High Engagement,0.38596938775510203,Low Value,1,0
422,38,Male,Clothing,Kentucky,Winter,40,48,3.5,1,Yes,1,Yes,1,Cash,Standard,Bi-Weekly,6,0.9,High Engagement,0.6045918367346939,High Value,1,0
423,47,Male,Clothing,Minnesota,Fall,59,32,3.1,1,Yes,1,Yes,1,Debit Card,Store Pickup,Annually,1,0.4,Medium Engagement,0.5600765306122449,Mid Value,1,0
424,46,Male,Accessories,New York,Spring,26,21,3.0,1,Yes,1,Yes,1,Credit Card,Store Pickup,Bi-Weekly,6,0.9,High Engagement,0.24158163265306123,Low Value,1,0
425,66,Male,Clothing,Illinois,Winter,23,42,4.3,1,Yes,1,Yes,1,PayPal,Standard,Fortnightly,5,0.8,High Engagement,0.4371173469387755,Mid Value,1,1
426,40,Male,Clothing,North Dakota,Winter,87,4,3.3,1,Yes,1,Yes,1,Credit Card,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.4493622448979592,Mid Value,1,0
427,43,Male,Clothing,Louisiana,Winter,71,19,4.7,1,Yes,1,Yes,1,Credit Card,Express,Quarterly,3,0.6,Medium Engagement,0.5024234693877551,Mid Value,1,1
428,58,Male,Accessories,Illinois,Winter,91,6,4.5,1,Yes,1,Yes,1,Credit Card,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.4947704081632653,Mid Value,1,1
429,21,Male,Outerwear,Wyoming,Winter,64,2,2.9,1,Yes,1,Yes,1,Debit Card,Free Shipping,Fortnightly,5,0.8,High Engagement,0.2852040816326531,Low Value,1,0
430,42,Male,Footwear,Washington,Winter,94,21,4.1,1,Yes,1,Yes,1,Cash,2-Day Shipping,Fortnightly,5,0.8,High Engagement,0.6665816326530613,High Value,1,1
431,24,Male,Clothing,Texas,Summer,40,40,3.5,1,Yes,1,Yes,1,Debit Card,Store Pickup,Annually,1,0.4,Medium Engagement,0.5229591836734694,Mid Value,1,0
432,43,Male,Accessories,New Hampshire,Winter,76,33,3.4,1,Yes,1,Yes,1,Cash,Store Pickup,Fortnightly,5,0.8,High Engagement,0.676530612244898,High Value,1,0
433,47,Male,Clothing,Indiana,Fall,86,26,3.3,1,Yes,1,Yes,1,Venmo,Free Shipping,Weekly,7,1.0,High Engagement,0.6676020408163266,High Value,1,0
434,49,Male,Clothing,Alabama,Fall,92,23,3.2,1,Yes,1,Yes,1,Credit Card,Store Pickup,Fortnightly,5,0.8,High Engagement,0.6744897959183673,High Value,1,0
435,50,Male,Footwear,Oklahoma,Spring,52,39,4.0,1,Yes,1,Yes,1,PayPal,Store Pickup,Every 3 Months,3,0.6,Medium Engagement,0.5877551020408163,Mid Value,1,1
436,51,Male,Outerwear,Montana,Winter,28,42,3.6,1,Yes,1,Yes,1,Bank Transfer,Next Day Air,Monthly,4,0.7,High Engagement,0.4683673469387755,Mid Value,1,0
437,40,Male,Clothing,Tennessee,Summer,46,41,4.6,1,Yes,1,Yes,1,Bank Transfer,Free Shipping,Weekly,7,1.0,High Engagement,0.5706632653061224,Mid Value,1,1
438,45,Male,Accessories,New Mexico,Summer,50,41,2.6,1,Yes,1,Yes,1,PayPal,Next Day Air,Annually,1,0.4,Medium Engagement,0.5956632653061225,High Value,1,0
439,52,Male,Accessories,Iowa,Winter,23,12,4.3,1,Yes,1,Yes,1,Credit Card,Express,Fortnightly,5,0.8,High Engagement,0.13099489795918368,Low Value,1,1
440,62,Male,Outerwear,Idaho,Summer,50,31,3.4,1,Yes,1,Yes,1,Cash,Free Shipping,Monthly,4,0.7,High Engagement,0.49362244897959184,Mid Value,1,0
441,20,Male,Clothing,Oklahoma,Winter,89,34,3.5,1,Yes,1,Yes,1,Debit Card,Store Pickup,Fortnightly,5,0.8,High Engagement,0.767984693877551,High Value,1,0
442,43,Male,Clothing,Florida,Winter,81,32,4.2,1,Yes,1,Yes,1,Credit Card,Standard,Annually,1,0.4,Medium Engagement,0.6975765306122449,High Value,1,1
443,29,Male,Accessories,Michigan,Fall,69,31,3.8,0,Yes,1,Yes,1,Credit Card,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.6123724489795919,High Value,1,0
444,22,Male,Accessories,Hawaii,Summer,67,24,3.6,1,Yes,1,Yes,1,PayPal,Free Shipping,Annually,1,0.4,Medium Engagement,0.5284438775510204,Mid Value,1,0
445,48,Male,Clothing,California,Summer,20,31,4.3,1,Yes,1,Yes,1,Debit Card,Store Pickup,Annually,1,0.4,Medium Engagement,0.30612244897959184,Low Value,1,1
446,42,Male,Footwear,Iowa,Fall,29,18,4.9,1,Yes,1,Yes,1,Venmo,Standard,Annually,1,0.4,Medium Engagement,0.22971938775510203,Low Value,1,1
447,19,Male,Clothing,West Virginia,Summer,74,15,4.1,1,Yes,1,Yes,1,Venmo,Store Pickup,Monthly,4,0.7,High Engagement,0.48035714285714287,Mid Value,1,1
448,60,Male,Clothing,Washington,Spring,82,7,3.6,1,Yes,1,Yes,1,Bank Transfer,Standard,Every 3 Months,3,0.6,Medium Engagement,0.4487244897959184,Mid Value,1,0
449,32,Male,Accessories,Missouri,Summer,23,35,3.4,1,Yes,1,Yes,1,Bank Transfer,Next Day Air,Fortnightly,5,0.8,High Engagement,0.36568877551020407,Low Value,1,0
450,26,Male,Accessories,New York,Summer,45,35,2.9,1,Yes,1,Yes,1,Bank Transfer,2-Day Shipping,Monthly,4,0.7,High Engagement,0.503188775510204,Mid Value,1,0
451,25,Male,Footwear,Connecticut,Summer,21,19,2.7,1,Yes,1,Yes,1,Credit Card,Store Pickup,Monthly,4,0.7,High Engagement,0.18992346938775512,Low Value,1,0
452,66,Male,Accessories,Virginia,Summer,31,26,4.3,1,Yes,1,Yes,1,Credit Card,Express,Fortnightly,5,0.8,High Engagement,0.32385204081632657,Low Value,1,1
453,45,Male,Clothing,Missouri,Summer,45,39,3.8,0,Yes,1,Yes,1,PayPal,Express,Fortnightly,5,0.8,High Engagement,0.5440051020408163,Mid Value,1,0
454,54,Male,Accessories,Nebraska,Winter,56,22,2.8,1,Yes,1,Yes,1,Credit Card,Next Day Air,Weekly,7,1.0,High Engagement,0.4392857142857143,Mid Value,1,0
455,37,Male,Outerwear,New Jersey,Summer,97,14,3.2,1,Yes,1,Yes,1,Cash,Next Day Air,Bi-Weekly,6,0.9,High Engagement,0.6139030612244898,High Value,1,0
456,54,Male,Clothing,Utah,Fall,100,50,3.6,1,Yes,1,Yes,1,Debit Card,Store Pickup,Fortnightly,5,0.8,High Engagement,1.0,High Value,1,0
457,50,Male,Clothing,North Carolina,Fall,96,33,4.0,1,Yes,1,Yes,1,Credit Card,2-Day Shipping,Quarterly,3,0.6,Medium Engagement,0.801530612244898,High Value,1,1
458,25,Male,Accessories,Rhode Island,Spring,99,48,4.9,1,Yes,1,Yes,1,Debit Card,Next Day Air,Every 3 Months,3,0.6,Medium Engagement,0.9733418367346939,High Value,1,1
459,47,Male,Clothing,Arkansas,Winter,91,48,4.0,1,Yes,1,Yes,1,PayPal,2-Day Shipping,Monthly,4,0.7,High Engagement,0.9233418367346938,High Value,1,1
460,63,Male,Accessories,Maryland,Winter,30,27,3.8,1,Yes,1,Yes,1,PayPal,Standard,Fortnightly,5,0.8,High Engagement,0.3278061224489796,Low Value,1,0
461,64,Male,Footwear,South Carolina,Summer,65,27,3.8,0,Yes,1,Yes,1,Bank Transfer,Store Pickup,Weekly,7,1.0,High Engagement,0.5465561224489797,Mid Value,1,0
462,18,Male,Footwear,Ohio,Winter,93,20,3.9,1,Yes,1,Yes,1,Venmo,Express,Weekly,7,1.0,High Engagement,0.6501275510204081,High Value,1,0
463,59,Male,Outerwear,Illinois,Fall,81,48,3.3,1,Yes,1,Yes,1,Venmo,Express,Every 3 Months,3,0.6,Medium Engagement,0.8608418367346938,High Value,1,0
464,37,Male,Accessories,Georgia,Summer,81,29,2.7,1,Yes,1,Yes,1,Venmo,Standard,Weekly,7,1.0,High Engagement,0.6669642857142857,High Value,1,0
465,23,Male,Accessories,Alabama,Winter,52,45,4.7,1,Yes,1,Yes,1,PayPal,Next Day Air,Monthly,4,0.7,High Engagement,0.6489795918367347,High Value,1,1
466,54,Male,Clothing,Oklahoma,Summer,88,25,2.8,1,Yes,1,Yes,1,Cash,Next Day Air,Quarterly,3,0.6,Medium Engagement,0.6698979591836735,High Value,1,0
467,38,Male,Clothing,Vermont,Winter,24,25,4.6,1,Yes,1,Yes,1,PayPal,Free Shipping,Weekly,7,1.0,High Engagement,0.2698979591836735,Low Value,1,1
468,19,Male,Accessories,Nebraska,Spring,51,37,4.5,1,Yes,1,Yes,1,Debit Card,2-Day Shipping,Every 3 Months,3,0.6,Medium Engagement,0.5610969387755103,Mid Value,1,1
469,34,Male,Accessories,Georgia,Fall,38,16,5.0,1,Yes,1,Yes,1,Cash,Free Shipping,Quarterly,3,0.6,Medium Engagement,0.2655612244897959,Low Value,1,1
470,21,Male,Clothing,Alabama,Fall,46,30,4.1,1,Yes,1,Yes,1,Debit Card,2-Day Shipping,Bi-Weekly,6,0.9,High Engagement,0.45841836734693875,Mid Value,1,1
471,50,Male,Clothing,Minnesota,Summer,63,6,4.6,1,Yes,1,Yes,1,Cash,Express,Every 3 Months,3,0.6,Medium Engagement,0.3197704081632653,Low Value,1,1
472,55,Male,Accessories,Missouri,Winter,72,36,4.9,1,Yes,1,Yes,1,Bank Transfer,2-Day Shipping,Quarterly,3,0.6,Medium Engagement,0.6821428571428572,High Value,1,1
473,20,Male,Clothing,Georgia,Winter,39,3,3.9,1,Yes,1,Yes,1,Bank Transfer,Free Shipping,Quarterly,3,0.6,Medium Engagement,0.1391581632653061,Low Value,1,0
474,34,Male,Outerwear,West Virginia,Spring,42,29,3.9,1,Yes,1,Yes,1,PayPal,Store Pickup,Every 3 Months,3,0.6,Medium Engagement,0.4232142857142857,Mid Value,1,0
475,62,Male,Clothing,Arkansas,Summer,76,15,2.6,1,Yes,1,Yes,1,Cash,2-Day Shipping,Quarterly,3,0.6,Medium Engagement,0.4928571428571428,Mid Value,1,0
476,21,Male,Footwear,Ohio,Summer,66,18,2.7,1,Yes,1,Yes,1,Debit Card,Free Shipping,Annually,1,0.4,Medium Engagement,0.460969387755102,Mid Value,1,0
477,21,Male,Accessories,Connecticut,Spring,90,2,3.5,1,Yes,1,Yes,1,Debit Card,Free Shipping,Fortnightly,5,0.8,High Engagement,0.4477040816326531,Mid Value,1,0
478,42,Male,Clothing,North Dakota,Summer,56,49,3.7,1,Yes,1,Yes,1,Debit Card,Free Shipping,Weekly,7,1.0,High Engagement,0.7147959183673469,High Value,1,0
479,35,Male,Accessories,Kansas,Winter,43,48,3.2,1,Yes,1,Yes,1,Venmo,Free Shipping,Annually,1,0.4,Medium Engagement,0.6233418367346939,High Value,1,0
480,39,Male,Accessories,Iowa,Winter,84,43,3.3,1,Yes,1,Yes,1,Venmo,Store Pickup,Monthly,4,0.7,High Engagement,0.8285714285714285,High Value,1,0
481,68,Male,Clothing,Vermont,Summer,88,30,4.8,1,Yes,1,Yes,1,Debit Card,Standard,Bi-Weekly,6,0.9,High Engagement,0.7209183673469388,High Value,1,1
482,46,Male,Accessories,Wisconsin,Fall,88,10,3.2,1,Yes,1,Yes,1,PayPal,2-Day Shipping,Fortnightly,5,0.8,High Engagement,0.5168367346938776,Mid Value,1,0
483,41,Male,Accessories,Connecticut,Winter,42,11,2.5,1,Yes,1,Yes,1,Venmo,2-Day Shipping,Annually,1,0.4,Medium Engagement,0.23954081632653063,Low Value,1,0
484,23,Male,Clothing,Oklahoma,Fall,73,12,3.9,1,Yes,1,Yes,1,Debit Card,Store Pickup,Weekly,7,1.0,High Engagement,0.4434948979591837,Mid Value,1,0
485,68,Male,Accessories,Missouri,Summer,73,28,4.7,1,Yes,1,Yes,1,Bank Transfer,Free Shipping,Quarterly,3,0.6,Medium Engagement,0.6067602040816327,High Value,1,1
486,48,Male,Footwear,Tennessee,Spring,44,36,2.6,1,Yes,1,Yes,1,Debit Card,Next Day Air,Fortnightly,5,0.8,High Engagement,0.5071428571428571,Mid Value,1,0
487,38,Male,Footwear,New Mexico,Fall,63,37,2.8,1,Yes,1,Yes,1,Venmo,Store Pickup,Every 3 Months,3,0.6,Medium Engagement,0.6360969387755102,High Value,1,0
488,41,Male,Outerwear,Iowa,Winter,68,22,4.4,1,Yes,1,Yes,1,Credit Card,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.5142857142857142,Mid Value,1,1
489,58,Male,Clothing,Maine,Spring,29,32,4.6,1,Yes,1,Yes,1,Venmo,Standard,Weekly,7,1.0,High Engagement,0.37257653061224494,Low Value,1,1
490,49,Male,Clothing,South Dakota,Summer,85,40,3.2,1,Yes,1,Yes,1,PayPal,Standard,Annually,1,0.4,Medium Engagement,0.8042091836734694,High Value,1,0
491,57,Male,Footwear,Colorado,Winter,42,47,4.2,1,Yes,1,Yes,1,Cash,2-Day Shipping,Monthly,4,0.7,High Engagement,0.6068877551020408,High Value,1,1
492,49,Male,Outerwear,Vermont,Summer,69,24,3.8,0,Yes,1,Yes,1,Credit Card,2-Day Shipping,Bi-Weekly,6,0.9,High Engagement,0.5409438775510205,Mid Value,1,0
493,50,Male,Clothing,Michigan,Fall,62,11,3.9,1,Yes,1,Yes,1,Debit Card,Standard,Weekly,7,1.0,High Engagement,0.3645408163265306,Low Value,1,0
494,28,Male,Accessories,Nevada,Summer,48,19,4.7,1,Yes,1,Yes,1,Cash,Store Pickup,Bi-Weekly,6,0.9,High Engagement,0.35867346938775513,Low Value,1,1
495,38,Male,Footwear,Indiana,Winter,68,42,4.5,1,Yes,1,Yes,1,Debit Card,Express,Weekly,7,1.0,High Engagement,0.7183673469387755,High Value,1,1
496,33,Male,Accessories,Michigan,Fall,36,6,3.3,1,Yes,1,Yes,1,Debit Card,Free Shipping,Fortnightly,5,0.8,High Engagement,0.1510204081632653,Low Value,1,0
497,30,Male,Clothing,California,Fall,63,31,3.3,1,Yes,1,Yes,1,Venmo,Express,Fortnightly,5,0.8,High Engagement,0.5748724489795918,Mid Value,1,0
498,43,Male,Footwear,Oklahoma,Winter,39,31,4.6,1,Yes,1,Yes,1,Cash,Free Shipping,Weekly,7,1.0,High Engagement,0.42487244897959187,Mid Value,1,1
499,43,Male,Footwear,Iowa,Spring,78,27,3.6,1,Yes,1,Yes,1,Bank Transfer,Free Shipping,Monthly,4,0.7,High Engagement,0.6278061224489796,High Value,1,0
500,36,Male,Footwear,Rhode Island,Winter,99,24,4.8,1,Yes,1,Yes,1,PayPal,Express,Monthly,4,0.7,High Engagement,0.7284438775510205,High Value,1,1
501,36,Male,Clothing,Washington,Fall,31,35,4.8,1,Yes,1,Yes,1,Venmo,Next Day Air,Every 3 Months,3,0.6,Medium Engagement,0.4156887755102041,Mid Value,1,1
502,64,Male,Footwear,Florida,Spring,45,21,2.9,1,Yes,1,Yes,1,Venmo,Next Day Air,Annually,1,0.4,Medium Engagement,0.36033163265306123,Low Value,1,0
503,59,Male,Clothing,South Carolina,Fall,30,8,2.8,1,Yes,1,Yes,1,PayPal,Express,Fortnightly,5,0.8,High Engagement,0.13392857142857142,Low Value,1,0
504,55,Male,Footwear,West Virginia,Summer,24,26,3.2,1,Yes,1,Yes,1,Bank Transfer,Next Day Air,Quarterly,3,0.6,Medium Engagement,0.28010204081632656,Low Value,1,0
505,42,Male,Footwear,Missouri,Winter,22,26,3.9,1,Yes,1,Yes,1,PayPal,Free Shipping,Annually,1,0.4,Medium Engagement,0.26760204081632655,Low Value,1,0
506,61,Male,Clothing,Maine,Spring,63,9,4.3,1,Yes,1,Yes,1,Cash,Express,Bi-Weekly,6,0.9,High Engagement,0.35038265306122446,Low Value,1,1
507,28,Male,Accessories,Georgia,Fall,40,48,2.7,1,Yes,1,Yes,1,Debit Card,2-Day Shipping,Annually,1,0.4,Medium Engagement,0.6045918367346939,High Value,1,0
508,65,Male,Clothing,Maine,Spring,20,33,5.0,1,Yes,1,Yes,1,Debit Card,Store Pickup,Fortnightly,5,0.8,High Engagement,0.32653061224489793,Low Value,1,1
509,27,Male,Accessories,Illinois,Winter,20,31,3.7,1,Yes,1,Yes,1,PayPal,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.30612244897959184,Low Value,1,0
510,41,Male,Clothing,Delaware,Summer,80,17,3.9,1,Yes,1,Yes,1,Debit Card,Free Shipping,Weekly,7,1.0,High Engagement,0.5382653061224489,Mid Value,1,0
511,21,Male,Clothing,West Virginia,Fall,87,22,3.9,1,Yes,1,Yes,1,Venmo,2-Day Shipping,Annually,1,0.4,Medium Engagement,0.6330357142857143,High Value,1,0
512,61,Male,Clothing,Hawaii,Fall,46,8,3.1,1,Yes,1,Yes,1,PayPal,Free Shipping,Annually,1,0.4,Medium Engagement,0.23392857142857143,Low Value,1,0
513,19,Male,Accessories,New York,Winter,49,2,3.8,0,Yes,1,Yes,1,Bank Transfer,Next Day Air,Monthly,4,0.7,High Engagement,0.19145408163265307,Low Value,1,0
514,22,Male,Accessories,New Mexico,Fall,65,45,3.6,1,Yes,1,Yes,1,Venmo,Store Pickup,Annually,1,0.4,Medium Engagement,0.7302295918367347,High Value,1,0
515,64,Male,Clothing,Indiana,Winter,62,47,4.3,1,Yes,1,Yes,1,PayPal,Standard,Quarterly,3,0.6,Medium Engagement,0.7318877551020408,High Value,1,1
516,28,Male,Accessories,Kentucky,Spring,67,7,4.5,1,Yes,1,Yes,1,Cash,Next Day Air,Monthly,4,0.7,High Engagement,0.3549744897959184,Low Value,1,1
517,34,Male,Clothing,West Virginia,Fall,41,19,2.8,1,Yes,1,Yes,1,Debit Card,2-Day Shipping,Bi-Weekly,6,0.9,High Engagement,0.3149234693877551,Low Value,1,0
518,61,Male,Footwear,North Dakota,Fall,49,44,2.7,1,Yes,1,Yes,1,Cash,Free Shipping,Every 3 Months,3,0.6,Medium Engagement,0.6200255102040816,High Value,1,0
519,24,Male,Clothing,Oregon,Fall,100,16,2.9,1,Yes,1,Yes,1,Venmo,Next Day Air,Every 3 Months,3,0.6,Medium Engagement,0.653061224489796,High Value,1,0
520,19,Male,Accessories,Minnesota,Summer,54,17,4.4,1,Yes,1,Yes,1,Bank Transfer,2-Day Shipping,Quarterly,3,0.6,Medium Engagement,0.37576530612244896,Low Value,1,1
521,51,Male,Accessories,South Carolina,Spring,84,20,3.9,1,Yes,1,Yes,1,Debit Card,Free Shipping,Quarterly,3,0.6,Medium Engagement,0.5938775510204082,High Value,1,0
522,36,Male,Clothing,Vermont,Winter,41,50,3.5,1,Yes,1,Yes,1,Bank Transfer,Standard,Annually,1,0.4,Medium Engagement,0.63125,High Value,1,0
523,65,Male,Accessories,Minnesota,Spring,88,37,2.5,1,Yes,1,Yes,1,Cash,Store Pickup,Quarterly,3,0.6,Medium Engagement,0.7923469387755102,High Value,1,0
524,46,Male,Footwear,Delaware,Spring,40,5,4.9,1,Yes,1,Yes,1,PayPal,Express,Quarterly,3,0.6,Medium Engagement,0.16581632653061223,Low Value,1,1
525,59,Male,Clothing,Pennsylvania,Summer,39,44,4.8,1,Yes,1,Yes,1,PayPal,Free Shipping,Annually,1,0.4,Medium Engagement,0.5575255102040816,Mid Value,1,1
526,51,Male,Outerwear,Iowa,Spring,37,41,3.2,1,Yes,1,Yes,1,Debit Card,Next Day Air,Monthly,4,0.7,High Engagement,0.5144132653061224,Mid Value,1,0
527,51,Male,Clothing,New Jersey,Winter,52,19,4.9,1,Yes,1,Yes,1,Cash,Standard,Monthly,4,0.7,High Engagement,0.38367346938775515,Low Value,1,1
528,21,Male,Clothing,South Carolina,Winter,23,47,4.3,1,Yes,1,Yes,1,Bank Transfer,Next Day Air,Every 3 Months,3,0.6,Medium Engagement,0.4881377551020408,Mid Value,1,1
529,34,Male,Footwear,Maryland,Winter,88,40,3.2,1,Yes,1,Yes,1,Cash,Express,Annually,1,0.4,Medium Engagement,0.8229591836734693,High Value,1,0
530,32,Male,Clothing,California,Fall,84,6,3.7,1,Yes,1,Yes,1,Credit Card,Standard,Monthly,4,0.7,High Engagement,0.45102040816326533,Mid Value,1,0
531,48,Male,Outerwear,Montana,Winter,37,25,3.2,1,Yes,1,Yes,1,Credit Card,Store Pickup,Bi-Weekly,6,0.9,High Engagement,0.3511479591836735,Low Value,1,0
532,50,Male,Footwear,Vermont,Fall,51,42,3.4,1,Yes,1,Yes,1,Cash,Next Day Air,Weekly,7,1.0,High Engagement,0.6121173469387755,High Value,1,0
